Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,75
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,75
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,293
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory failure,J96,0-24,0
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory failure,J96,35-44,12
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory failure,J96,45-54,37
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory failure,J96,55-64,93
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory failure,J96,65-74,133
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory failure,J96,75-84,157
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory failure,J96,85+,165
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory failure,J96,All Ages,602
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,0-24,0
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,35-44,0
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,75-84,17
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,85+,19
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,All Ages,51
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,10
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,17
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,14
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0
10/25/2020,2/1/2020,10/24/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,51
10/25/2020,2/1/2020,10/24/2020,AR,COVID-19,COVID-19,U071,25-34,17
10/25/2020,2/1/2020,10/24/2020,AR,COVID-19,COVID-19,U071,35-44,30
10/25/2020,2/1/2020,10/24/2020,AR,COVID-19,COVID-19,U071,45-54,89
10/25/2020,2/1/2020,10/24/2020,AR,COVID-19,COVID-19,U071,55-64,210
10/25/2020,2/1/2020,10/24/2020,AR,COVID-19,COVID-19,U071,65-74,321
10/25/2020,2/1/2020,10/24/2020,AR,COVID-19,COVID-19,U071,75-84,449
10/25/2020,2/1/2020,10/24/2020,AR,COVID-19,COVID-19,U071,85+,485
10/25/2020,2/1/2020,10/24/2020,AR,COVID-19,COVID-19,U071,Not stated,0
10/25/2020,2/1/2020,10/24/2020,AR,COVID-19,COVID-19,U071,All Ages,1603
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,18
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,85
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,253
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,671
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,1444
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,2051
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,2062
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,2217
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,8801
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,17
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,35
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,107
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,285
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,352
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,345
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1155
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,38
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,95
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,217
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,434
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,500
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,360
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,191
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1843
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory failure,J96,0-24,21
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory failure,J96,25-34,71
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory failure,J96,35-44,206
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory failure,J96,45-54,571
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory failure,J96,55-64,1257
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory failure,J96,65-74,1860
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory failure,J96,75-84,1907
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory failure,J96,85+,1921
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory failure,J96,All Ages,7814
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,35-44,14
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,45-54,16
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,55-64,61
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,65-74,96
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,75-84,118
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,85+,222
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,All Ages,530
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,10
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,16
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,46
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,109
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,143
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,147
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,127
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0
10/25/2020,2/1/2020,10/24/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,599
10/25/2020,2/1/2020,10/24/2020,CA,COVID-19,COVID-19,U071,0-24,51
10/25/2020,2/1/2020,10/24/2020,CA,COVID-19,COVID-19,U071,25-34,181
10/25/2020,2/1/2020,10/24/2020,CA,COVID-19,COVID-19,U071,35-44,467
10/25/2020,2/1/2020,10/24/2020,CA,COVID-19,COVID-19,U071,45-54,1188
10/25/2020,2/1/2020,10/24/2020,CA,COVID-19,COVID-19,U071,55-64,2512
10/25/2020,2/1/2020,10/24/2020,CA,COVID-19,COVID-19,U071,65-74,3616
10/25/2020,2/1/2020,10/24/2020,CA,COVID-19,COVID-19,U071,75-84,3878
10/25/2020,2/1/2020,10/24/2020,CA,COVID-19,COVID-19,U071,85+,4595
10/25/2020,2/1/2020,10/24/2020,CA,COVID-19,COVID-19,U071,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CA,COVID-19,COVID-19,U071,All Ages,16488
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,15
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,46
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,108
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,182
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,277
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,338
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,972
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,21
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,62
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,85
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,79
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,255
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,37
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,82
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,130
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,154
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,145
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,560
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Respiratory failure,J96,35-44,12
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Respiratory failure,J96,45-54,28
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Respiratory failure,J96,55-64,70
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Respiratory failure,J96,65-74,151
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Respiratory failure,J96,75-84,222
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Respiratory failure,J96,85+,271
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Respiratory failure,J96,All Ages,759
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Respiratory arrest,R09.2,0-24,0
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Respiratory arrest,R09.2,25-34,0
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Respiratory arrest,R09.2,All Ages,17
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,14
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,29
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,34
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,35
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0
10/25/2020,2/1/2020,10/24/2020,CO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,121
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10/25/2020,2/1/2020,10/24/2020,CO,COVID-19,COVID-19,U071,0-24,
10/25/2020,2/1/2020,10/24/2020,CO,COVID-19,COVID-19,U071,25-34,10
10/25/2020,2/1/2020,10/24/2020,CO,COVID-19,COVID-19,U071,35-44,30
10/25/2020,2/1/2020,10/24/2020,CO,COVID-19,COVID-19,U071,45-54,96
10/25/2020,2/1/2020,10/24/2020,CO,COVID-19,COVID-19,U071,55-64,208
10/25/2020,2/1/2020,10/24/2020,CO,COVID-19,COVID-19,U071,65-74,396
10/25/2020,2/1/2020,10/24/2020,CO,COVID-19,COVID-19,U071,75-84,575
10/25/2020,2/1/2020,10/24/2020,CO,COVID-19,COVID-19,U071,85+,756
10/25/2020,2/1/2020,10/24/2020,CO,COVID-19,COVID-19,U071,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CO,COVID-19,COVID-19,U071,All Ages,2078
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,23
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,81
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,180
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,244
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,372
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,906
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,34
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,95
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,142
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,165
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,440
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,13
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,35
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,75
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,58
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,76
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,267
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Respiratory failure,J96,0-24,0
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Respiratory failure,J96,25-34,
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Respiratory failure,J96,35-44,
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Respiratory failure,J96,45-54,40
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Respiratory failure,J96,55-64,144
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Respiratory failure,J96,65-74,297
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Respiratory failure,J96,75-84,461
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Respiratory failure,J96,85+,636
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,CT,Respiratory diseases,Respiratory failure,J96,All Ages,1594
